FSCS Key,Library Name,Locale,Service Area Population,Hours/Year,Physical Visits,Reference Transactions,Registered Users,Inter-library Loans to Other Library,Inter-library Loans from Other Library
SD0083,EMMA BURNHAM PUBLIC LIBRARY,Rural,212,705,584,4,269,0,0
SD0084,POTTER COUNTY FREE LIBRARY,Rural,"2,613","2,062","7,307","4,192","1,303",24,27
SD0087,M. P. BEEBE MEMORIAL LIBRARY,Rural,929,"1,040","1,386",2,363,0,0
SD0090,LEOLA PUBLIC LIBRARY,Rural,409,"1,014","1,381",0,42,0,0
SD0092,REDFIELD CARNEGIE LIBRARY,Rural,"2,188","2,028","10,946","1,040","2,619",37,109
SD0094,R. E. RAWLINS MUNICIPAL LIBRARY,Town,"16,552","3,250","43,743","18,104","5,543",266,559
SD0095,BURKE PUBLIC LIBRARY,Rural,579,780,"2,063",44,449,0,0
SD0096,GREGORY PUBLIC LIBRARY,Rural,"1,317","1,385","4,381",516,"1,577",30,3
SD0097,JACKSON COUNTY LIBRARY,Rural,"2,868","1,092","1,393",220,"3,641",0,3
SD0098,HAAKON COUNTY PUBLIC LIBRARY,Rural,"1,835",,"4,519",689,728,0,5
SD0098,HAAKON COUNTY PUBLIC LIBRARY,Rural,"1,835",-1,,,,,
SD0099,PLATTE PUBLIC LIBRARY,Rural,"1,279","1,400","5,500",152,"1,113",0,0
SD0101,SULLY AREA LIBRARY,Rural,"1,820","1,078","4,524",97,"1,077",31,39
SD0103,PRESHO PUBLIC LIBRARY,Rural,474,"1,040","3,038",12,100,0,0
SD0105,TRIPP COUNTY LIBRARY - GROSSENBURG MEMORIAL,Town,"5,615","2,080","15,082","3,900","2,654",53,61
SD0106,A. H. BROWN PUBLIC LIBRARY,Town,"3,179","2,113","7,758",848,"2,012",0,0
SD0107,FAITH PUBLIC LIBRARY,Rural,"1,839","1,600","3,811",32,487,6,37
SD0109,LEMMON PUBLIC LIBRARY,Rural,"1,154","1,872","8,736",706,800,22,57
SD0111,DEWEY COUNTY LIBRARY,Rural,"5,343","1,872","3,264",12,582,0,25
SD0112,RAPID CITY PUBLIC LIBRARY,City,"108,958","3,907","264,522","7,695","37,252","8,331","15,034"
SD0115,NORTHWEST REGIONAL LIBRARY,Rural,"1,327",856,"1,030",55,532,14,6
SD0116,BELLE FOURCHE PUBLIC LIBRARY,Town,"5,699","2,080","11,091","1,947","3,150",111,93
SD0117,CUSTER COUNTY LIBRARY,Rural,"8,360","2,544","31,907","3,264","5,203","1,297","1,799"
SD0118,DEADWOOD PUBLIC LIBRARY,Town,"1,833","2,236","6,485",780,"1,730","1,070",216
SD0119,EDGEMONT PUBLIC LIBRARY,Rural,759,"1,500","5,844","1,010",795,0,0
SD0120,HILL CITY PUBLIC LIBRARY,Rural,"1,222","2,684","10,776","1,080","1,118",33,5
SD0121,HOT SPRINGS PUBLIC LIBRARY,Town,"3,485","2,152","29,774","1,750","3,476",18,52
SD0122,KEYSTONE TOWN LIBRARY,Rural,717,"1,508","5,111",208,523,737,78
SD0123,PHOEBE APPERSON HEARST FREE LIBRARY,Town,"3,949","2,080","14,476","2,895","1,733","1,298",567
SD0124,NEWELL PUBLIC LIBRARY,Rural,591,684,"1,461",286,"1,202",0,2
SD0125,GRACE BALLOCH MEMORIAL LIBRARY,Town,"18,812","2,950","62,528","11,315","7,166","6,567","4,177"
SD0126,STURGIS PUBLIC LIBRARY,Town,"16,758","2,926","37,638","1,608","7,011","4,741","1,473"
SD0127,WALL COMMUNITY LIBRARY,Rural,909,976,"1,694","4,728",916,19,19
SD0128,WHITEWOOD PUBLIC LIBRARY,Rural,"1,094","1,664","5,460","1,005",938,318,261
SD0129,CLEAR LAKE CITY LIBRARY,Rural,"1,396","1,664","9,499",790,631,0,0
SD0130,WILMOT PUBLIC LIBRARY,Rural,499,832,750,160,246,0,0
SD0131,KENNEBEC PUBLIC LIBRARY,Rural,354,832,"1,820",250,125,0,0
SD0136,BENNETT COUNTY LIBRARY,Rural,"3,411","1,716","3,527",86,"2,532",0,0
SD0137,WAGE MEMORIAL LIBRARY,Rural,"1,382","2,250",675,0,625,0,0
SD0138,TRIPP PUBLIC LIBRARY,Rural,558,320,354,71,257,0,0
SD0139,DAKOTA CLUB LIBRARY,Town,"7,822",735,511,511,"1,894",2,2
SD0140,LANGFORD PUBLIC LIBRARY,Rural,290,"2,000","1,500",12,111,2,2
SD0141,SIOUXLAND LIBRARIES,City,"242,616","22,942","718,190","52,858","87,386",853,"6,866"
SD0144,EVELYN LANG PUBLIC LIBRARY,Rural,834,452,840,168,139,0,0
SD0148,SISSETON WAHPETON COMMUNITY COLLEGE LIBRARY,Rural,"11,095","1,997","1,130",826,385,0,16
SD0152,SINTE GLESKA UNIVERSITY LIBRARY,Rural,"21,045",848,"4,597",123,"3,151",4,11
SD0153,BISON PUBLIC LIBRARY,Rural,384,920,"2,318",52,368,0,1
SD0154,OGLALA LAKOTA COLLEGE WOKSAPE TIPI ACADEMIC & PUBLIC LIBRARY,Rural,"19,157","1,952",34,579,"10,623",0,14
SD0155,HUDSON PUBLIC LIBRARY,Rural,320,780,976,27,135,0,0
SD0157,NORTH SIOUX CITY COMMUNITY LIBRARY,Suburban,"3,042","2,288","12,704","5,400","1,999",106,77
SD0158,HARRISBURG COMMUNITY LIBRARY,Rural,"6,645","2,397","12,772",260,"1,464",0,0
SD0160,IHANKTONWAN COMMUNITY/COLLEGE LIBRARY,Rural,"6,898",,326,232,545,"1,929",5
SD0160,IHANKTONWAN COMMUNITY/COLLEGE LIBRARY,Rural,"6,898",-1,,,,,
SD0161,TEA COMMUNITY LIBRARY,Rural,"8,768","1,100","1,144",45,"4,446",0,0
SD0162,PIEDMONT VALLEY LIBRARY,Suburban,"10,964","1,900","16,367","1,382","2,461","1,261","3,398"
SD0163,LOWER BRULE COMMUNITY COLLEGE PUBLIC LIBRARY,Rural,"1,747","2,080",300,0,300,0,0
TN0001,GILES COUNTY PUBLIC LIBRARY,Town,"26,497","5,564","32,212","1,198","6,496",267,727
TN0002,HICKMAN COUNTY PUBLIC LIBRARY,Rural,"25,307","4,264","18,142","6,348","13,811",684,323
TN0003,LAWRENCE COUNTY PUBLIC LIBRARY,Town,"44,828","4,316","26,175","7,771","12,050",161,501
TN0004,LEWIS COUNTY PUBLIC LIBRARY,Town,"12,857","2,080","28,893","1,489","10,950",295,157
TN0005,MAURY COUNTY PUBLIC LIBRARY,Town,"82,767","5,720","239,000","8,200","51,693",22,102
TN0006,PERRY COUNTY PUBLIC LIBRARY,Rural,"8,472","3,640","24,371","2,888","1,850",586,660
TN0007,WAYNE COUNTY PUBLIC LIBRARY,Rural,"16,409","5,960","13,667",539,"9,228",222,584
TN0008,WILLIAMSON COUNTY PUBLIC LIBRARY,City,"156,681","14,196","248,175","15,218","27,125",383,605
TN0009,THE JOHN P. HOLT BRENTWOOD LIBRARY,Suburban,"45,491","3,432","184,098","37,284","32,001",956,395
TN0010,MARSHALL COUNTY MEMORIAL LIBRARY,Town,"34,984","4,628","34,521","3,725","15,304",138,716
TN0012,ART CIRCLE PUBLIC LIBRARY,Town,"62,451","3,120","104,963","10,423","31,690","1,243",612
TN0013,BEENE-PEARSON PUBLIC LIBRARY,Town,"10,724","2,134","4,859",996,"4,007",683,289
TN0014,CAROYLN STEWART PUBLIC LIBRARY,Town,"12,536","2,340","22,011",606,"8,616",404,719
TN0015,ORENA HUMPHREYS PUBLIC LIBRARY,Rural,"5,616","2,000","4,649","1,434","3,460",0,0
TN0016,WHITE COUNTY PUBLIC LIBRARY,Town,"27,650","3,120","35,273","21,016","22,277",629,630
TN0017,SEQUATCHIE COUNTY PUBLIC LIBRARY,Town,"16,396",,"3,900",855,"6,589",126,81
TN0017,SEQUATCHIE COUNTY PUBLIC LIBRARY,Town,"16,396",-1,,,,,
TN0018,BURRITT MEMORIAL LIBRARY,Rural,"6,324","1,664","4,308",650,"1,925",133,57
TN0019,MAGNESS COMMUNITY HOUSE & LIBRARY,Town,"41,523","2,860","33,641","7,201","19,151",100,344
TN0020,BLEDSOE COUNTY PUBLIC LIBRARY,Rural,"15,234",,"4,556","2,832","3,305",134,"1,321"
TN0020,BLEDSOE COUNTY PUBLIC LIBRARY,Rural,"15,234",-1,,,,,
TN0021,ALTAMONT PUBLIC LIBRARY,Rural,"2,661","1,000","1,399","3,957",311,3,5
TN0023,BARBARA REYNOLDS CARR MEMORIAL LIBRARY,Town,"32,267","2,444","28,681","2,515","7,945",292,384
TN0024,JACKSBORO PUBLIC LIBRARY,Town,"7,124","2,080","11,644","2,037","3,764",209,89
TN0025,WARTBURG PUBLIC LIBRARY,Rural,"10,840","1,716","5,676",439,"1,815",105,409
TN0027,CLINTON PUBLIC LIBRARY,Suburban,"28,824","2,860","28,331","2,557","14,574",331,358
TN0028,HUNTSVILLE PUBLIC LIBRARY,Rural,"4,635","1,404","1,572",264,"1,620",60,63
TN0029,MAYNARDVILLE PUBLIC LIBRARY,Rural,"10,020","2,080","36,531","3,145","6,493",405,43
TN0031,CROCKETT MEMORIAL LIBRARY,Town,"13,979","2,340","11,688",378,"5,849",296,129
TN0033,NEWBERN CITY LIBRARY,Town,"6,181","1,976","4,119",115,"7,144",90,15
TN0034,ELMA ROSS PUBLIC LIBRARY,Town,"17,694","2,340","13,696","6,300","7,603",235,14
TN0035,SOMERVILLE-FAYETTE COUNTY LIBRARY,Rural,"42,832","2,376","15,883","1,776","7,869",137,0
TN0036,TIPTONVILLE PUBLIC LIBRARY,Rural,"4,976","1,560","1,785",448,"1,669",1,2
TN0037,RIDGELY PUBLIC LIBRARY,Rural,"2,152","1,040","3,962",82,"1,022",24,70
TN0038,TIPTON COUNTY PUBLIC LIBRARY,Rural,"34,162","3,068","73,199","3,598","21,788","1,897",732
TN0039,MUNFORD TIPTON COUNTY MEMORIAL LIBRARY,Town,"26,842","2,080","8,632","7,589","4,747",304,430
TN0040,LAUDERDALE COUNTY LIBRARY,Town,"19,817","2,600","7,031",829,"11,677",175,128
TN0042,LENOIR CITY PUBLIC LIBRARY,Suburban,"22,749","2,288","8,134","2,044","1,830",699,766
TN0043,MEIGS-DECATUR PUBLIC LIBRARY,Rural,"13,049","2,340","7,749","1,880","7,671",140,499
TN0044,ROCKWOOD PUBLIC LIBRARY,Town,"16,041","2,496","14,491","4,329","4,682",353,73
TN0045,MADISONVILLE PUBLIC LIBRARY,Town,"17,316","1,500","9,068","1,694","8,632",80,155
TN0046,SWEETWATER PUBLIC LIBRARY,Town,"21,422","2,340","30,370",88,"21,473",221,322
TN0047,CLEVELAND BRADLEY COUNTY PUBLIC LIBRARY,City,"110,162","7,132","104,306","25,599","91,119","1,025",124
TN0048,HARRIMAN PUBLIC LIBRARY,Town,"17,219","2,250","11,978",611,"7,708",24,36
TN0049,CLYDE W. RODDY PUBLIC LIBRARY,Town,"24,834","2,000","35,713",405,"17,890",309,537
TN0050,AUDREY PACK MEMORIAL LIBRARY,Rural,"6,832","2,548","5,173",182,"2,300",815,548
TN0051,KINGSTON PUBLIC LIBRARY,Town,"17,430","2,496","9,939","1,609","13,801",450,406
TN0052,E. G. FISHER PUBLIC LIBRARY,Town,"37,679","2,860","53,624","46,563","24,572",627,756
TN0053,BLOUNT COUNTY PUBLIC LIBRARY,Suburban,"137,605","3,640","190,016","43,528","40,983",685,630
TN0055,SHELBYVILLE-BEDFORD COUNTY PUBLIC LIBRARY,Town,"51,119","3,096","26,339","1,558","15,527",191,241
TN0056,CANNON COUNTY LIBRARY SYSTEM,Town,"14,553","2,891","21,573","1,634","5,336",71,277
TN0057,COFFEE COUNTY LANNOM MEMORIAL PUBLIC LIBRARY,Town,"29,652","3,328","41,068","2,268","13,002","1,860","1,122"
TN0058,COFFEE COUNTY-MANCHESTER PUBLIC LIBRARY,Town,"29,380",,"43,711","3,057","16,455","1,596","1,817"
TN0058,COFFEE COUNTY-MANCHESTER PUBLIC LIBRARY,Town,"29,380",-1,,,,,
TN0059,FRANKLIN COUNTY PUBLIC LIBRARY,Town,"43,215","2,860","59,686","6,077","16,109",133,384
TN0060,FAYETTEVILLE-LINCOLN COUNTY PUBLIC LIBRARY,Town,"35,433","2,550","21,432","7,752","26,996",189,367
TN0061,MOORE COUNTY PUBLIC LIBRARY,Rural,"6,644","1,820","6,582","8,292","2,179",121,225
TN0062,RUTHERFORD COUNTY LIBRARY SYSTEM,City,"313,091","15,753","551,674","40,602","72,711",773,477
TN0063,FRED A. VAUGHT MEMORIAL LIBRARY,Rural,"12,035","2,340","10,866","1,478","8,070",247,275
TN0064,LEBANON-WILSON COUNTY PUBLIC LIBRARY,Town,"77,491","5,160","93,276","3,753","29,449",174,194
TN0066,OAK RIDGE PUBLIC LIBRARY,Suburban,"31,824","2,280","83,842","24,278","23,534",647,476
TN0067,KINGSPORT PUBLIC LIBRARY,City,"55,582","3,172","98,140","12,998","14,069","6,197","9,853"
TN0068,EAST RIDGE CITY LIBRARY,Suburban,"21,961","2,496","29,016","25,324","10,127","1,422",0
TN0069,TOWN OF SIGNAL MOUNTAIN LIBRARY,Suburban,"8,834","1,872","12,000","3,724","6,031",287,302
TN0070,RUTLEDGE PUBLIC LIBRARY,Rural,"6,654","1,456",996,0,898,185,27
TN0071,HAWKINS COUNTY LIBRARY SYSTEM,Town,"51,794","6,451","10,144","25,729","5,235","1,709","2,029"
TN0072,MORRISTOWN-HAMBLEN PUBLIC LIBRARY,City,"64,468","2,912","72,048","21,614","22,107",475,412
TN0073,HANCOCK COUNTY PUBLIC LIBRARY,Rural,"6,787","2,080","4,963",581,"3,973",0,33
TN0074,DANDRIDGE MEMORIAL LIBRARY,Town,"20,025","2,080","8,855","1,365","5,484",353,651
TN0075,JEFFERSON CITY PUBLIC LIBRARY,Rural,"16,687","2,080","31,707","12,074","8,202",897,"1,142"
TN0076,SEVIER COUNTY PUBLIC LIBRARY SYSTEM,Town,"89,413","7,280","207,717","33,713","71,229",916,"2,128"
TN0077,ANNA PORTER PUBLIC LIBRARY,Rural,"3,726","2,652","15,537","5,250","4,313",520,196
TN0078,STOKELY MEMORIAL LIBRARY,Town,"29,863","2,184","32,100","5,325","32,000",745,269
TN0080,BENTON COUNTY LIBRARY,Town,"15,872","5,304","21,144","3,345","21,451",343,142
TN0081,CARROLL COUNTY LIBRARY,Rural,"22,976","2,280","17,130","1,318","13,339",34,949
TN0083,GIBSON COUNTY MEMORIAL LIBRARY,Town,"22,743","2,340","27,386","2,263","7,937",175,577
TN0084,HUMBOLDT PUBLIC LIBRARY,Town,"14,151","2,080","29,107","2,500","10,644",455,229
TN0085,MILDRED G. FIELDS MEMORIAL LIBRARY,Rural,"13,646","2,064","20,959",308,"7,777",253,125
TN0086,W. G. RHEA PUBLIC LIBRARY,Town,"32,239","2,704","45,800","3,353","19,012",195,402
TN0087,OBION COUNTY PUBLIC LIBRARY,Town,"30,466","2,530","53,446","4,746","24,687",299,254
TN0088,NED R. MCWHERTER WEAKLEY COUNTY LIBRARY,Rural,"14,019","2,340","13,345","11,295","10,393",270,309
TN0089,MARTIN PUBLIC LIBRARY,Town,"14,592","1,890","18,071",215,"12,730",277,270
TN0091,CHESTER COUNTY LIBRARY,Rural,"17,504","2,288","53,398",227,"9,281",248,760
TN0092,DECATUR COUNTY PUBLIC LIBRARY,Rural,"9,309","1,924","6,300",43,"4,198",0,0
TN0093,PARSONS PUBLIC LIBRARY,Rural,"2,082","1,850","8,155","2,013","1,522",549,310
TN0094,BOLIVAR HARDEMAN COUNTY LIBRARY,Town,"21,772","2,808","3,213",108,"14,122",113,521
TN0095,HARDIN COUNTY LIBRARY,Town,"26,892","2,496","17,704","9,713","8,859",274,398
TN0096,EVERETT HORN PUBLIC LIBRARY,Town,"27,953","2,600","59,500","11,533","9,377",118,331
TN0097,JACK MCCONNICO MEMORIAL LIBRARY,Town,"17,217","2,384","18,466",465,"13,133",204,428
TN0098,"IRVING MEEK JR., PUBLIC LIBRARY",Rural,"8,643","1,820","8,460",386,"7,436",207,184
TN0099,JACKSON-MADISON COUNTY LIBRARY,City,"98,775","5,397","194,500","10,000","69,971",988,"1,024"
TN0101,CLAY COUNTY PUBLIC LIBRARY,Rural,"7,555","2,312","24,360","17,474","4,627",528,148
TN0102,CHARLES RALPH HOLLAND MEMORIAL LIBRARY,Rural,"11,750","1,976","5,898",522,"3,474",197,277
TN0103,JUSTIN POTTER LIBRARY,Town,"20,478","3,640","14,443",333,"10,410",137,157
TN0105,MACON COUNTY PUBLIC LIBRARY,Town,"25,699","3,455","33,729","3,342","12,356",55,171
TN0106,MILLARD OAKLEY PUBLIC LIBRARY,Town,"22,839","2,350","36,451","3,282","12,736",296,180
TN0107,PICKETT COUNTY PUBLIC LIBRARY,Rural,"5,079","2,424","20,454","2,262","3,722",167,124
TN0108,PUTNAM COUNTY LIBRARY,Town,"81,188","8,424","69,811","17,357","25,654",168,222
TN0109,SMITH COUNTY PUBLIC LIBRARY,Town,"20,172","2,964","11,400","5,401","3,533",58,332
TN0111,CHEATHAM COUNTY PUBLIC LIBRARY,Rural,"26,828","2,860","16,870",252,"17,923",152,124
TN0112,DICKSON COUNTY PUBLIC LIBRARY,Town,"55,292","3,172","110,993","2,701","34,772",396,385
TN0113,HOUSTON COUNTY PUBLIC LIBRARY,Rural,"8,317","2,193","4,592","1,512","4,678",311,145
TN0114,HUMPHREYS COUNTY PUBLIC LIBRARY,Town,"19,211","2,340","5,995","3,095","6,083",99,48
TN0115,CLARKSVILLE MONTGOMERY COUNTY PUBLIC LIBRARY,City,"227,900","3,432","235,327","39,561","86,261",482,390
TN0116,STOKES BROWN PUBLIC LIBRARY,Town,"59,278","2,964","91,126","2,489","13,170",535,413
TN0117,WHITE HOUSE PUBLIC LIBRARY,Suburban,"14,820","2,496","44,638",65,"8,126",340,770
TN0118,STEWART COUNTY PUBLIC LIBRARY,Rural,"13,855","2,550","12,710","1,428","7,381",332,888
TN0123,ELIZABETHTON CARTER COUNTY PUBLIC LIBRARY,Suburban,"56,134","3,068","24,422","10,210","27,664","1,068",607
TN0124,WASHINGTON COUNTY PUBLIC LIBRARY,Suburban,"62,958","5,512","56,297","4,497","10,017","9,541","10,540"
TN0125,SULLIVAN COUNTY PUBLIC LIBRARY,Suburban,"76,153","12,688","31,956","5,706","15,487","4,758","3,569"
TN0126,JOHNSON CITY PUBLIC LIBRARY,City,"71,278","3,394","133,267","18,457","30,603","13,598","33,158"
TN0128,UNICOI COUNTY PUBLIC LIBRARY,Town,"17,698","2,235","16,957","1,861","9,345",76,53
TN0129,GREENEVILLE-GREENE COUNTY PUBLIC LIBRARY,Town,"68,137","3,132","13,600","2,860","17,161","2,771","3,189"
TN0130,JOHNSON COUNTY PUBLIC LIBRARY,Town,"18,170","2,444","14,004","12,775","7,192","3,558","1,578"
TN0132,CHATTANOOGA PUBLIC LIBRARY,City,"182,113","12,960","218,196","109,798","66,015",5,24
TN0133,KNOX COUNTY PUBLIC LIBRARY SYSTEM,City,"486,677","43,940","876,207","238,473","143,780","3,727","3,078"
TN0134,MEMPHIS PUBLIC LIBRARY AND INFORMATION CENTER,City,"807,121",,"716,544","591,397","357,449",993,283
TN0134,MEMPHIS PUBLIC LIBRARY AND INFORMATION CENTER,City,"807,121",-1,,,,,
TN0135,NASHVILLE PUBLIC LIBRARY,City,"703,953","49,940","1,549,947","175,931","273,967","4,000","6,337"
TN0175,LA VERGNE PUBLIC LIBRARY,Suburban,"39,091","2,451","25,615","15,692","43,950",0,0
TN0193,ONEIDA PUBLIC LIBRARY,Town,"13,825","2,184","4,150",203,"5,360",51,0
TN0194,MT. JULIET-WILSON COUNTY PUBLIC LIBRARY,Suburban,"74,426","3,120","112,565","26,120","23,819",365,611
TN0196,WHITE PINE PUBLIC LIBRARY,Town,"11,125","1,664","7,229","1,454","2,058",439,227
TN0197,ROCKY TOP PUBLIC LIBRARY,Town,"5,948","2,028","4,562",95,"4,498",123,243
TN0198,SOUTH CHEATHAM PUBLIC LIBRARY,Rural,"14,695","2,600","11,109",211,"3,108",368,200
TN0200,VONORE PUBLIC LIBRARY,Rural,"5,380","2,080","6,090",408,"2,908",74,50
TN0202,COALFIELD PUBLIC LIBRARY,Rural,"2,976","1,144",855,4,899,46,28
TN0203,FENTRESS COUNTY PUBLIC LIBRARY,Rural,"18,850",,"18,750","5,857","10,452",103,316
TN0203,FENTRESS COUNTY PUBLIC LIBRARY,Rural,"18,850",-1,,,,,
TN0205,MCIVER`S GRANT PUBLIC LIBRARY,Town,"29,895","2,594","31,886","2,437","23,943",327,480
TN0206,GERMANTOWN COMMUNITY LIBRARY,Suburban,"41,034","3,854","185,679","11,252","7,331",944,394
TN0207,"LUCIUS E. AND ELSIE C. BURCH, JR. LIBRARY",Suburban,"51,343",,"146,655","15,794","31,224",55,111
TN0207,"LUCIUS E. AND ELSIE C. BURCH, JR. LIBRARY",Suburban,"51,343",-1,,,,,
TN0208,MILLINGTON PUBLIC LIBRARY,Suburban,"10,508","2,293","28,185",614,"4,243",996,840
TN0209,SAM T. WILSON PUBLIC LIBRARY,Town,"14,448","2,064","15,578","6,909","3,331",208,802
TN0210,EAST POLK PUBLIC LIBRARY,Rural,"6,682","2,340","13,579","1,624","1,855",139,"1,579"
TN0211,COLLEGEDALE PUBLIC LIBRARY,Suburban,"11,621","2,687","46,071","2,627","5,546",421,627
TN8001,ARDMORE PUBLIC LIBRARY,Rural,"3,534","2,548","15,475","5,040","8,719",126,136
TN8003,MINOR HILL PUBLIC LIBRARY,Rural,511,"1,150","1,019",0,"2,550",0,0
TN8004,SPRING HILL PUBLIC LIBRARY,Town,"75,556","2,944","71,142","22,434","19,631",493,408
TN8005,BEERSHEBA SPRINGS PUBLIC LIBRARY,Rural,"1,047","1,000","1,183",50,163,300,78
TN8006,COALMONT PUBLIC LIBRARY,Rural,"1,899",900,"1,490",118,"1,021",71,89
TN8007,MAY JUSTUS MEMORIAL LIBRARY,Rural,"3,288","2,080","7,584",162,"4,528",475,302
TN8008,PALMER PUBLIC LIBRARY,Rural,"1,332","1,040","1,118",48,598,202,85
TN8009,TRACY CITY PUBLIC LIBRARY,Rural,"3,396",960,688,101,535,67,47
TN8010,CARYVILLE PUBLIC LIBRARY,Town,"5,541","2,340","6,787","1,755","2,808",145,189
TN8011,BRICEVILLE PUBLIC LIBRARY,Rural,"1,830","1,560","1,898",284,"1,764",131,54
TN8012,DEER LODGE PUBLIC LIBRARY,Rural,"1,488",624,421,8,855,35,39
TN8013,JELLICO PUBLIC LIBRARY,Rural,"5,145","2,080","13,210","1,315","2,651",37,26
TN8014,LAFOLLETTE PUBLIC LIBRARY,Town,"21,768","2,470","7,590",337,"2,222",164,22
TN8015,LUTTRELL PUBLIC LIBRARY,Rural,"10,020","2,080","11,380","1,723","2,345",52,100
TN8016,NORRIS COMMUNITY LIBRARY,Town,"9,150","2,288","6,568","1,635","4,502",110,76
TN8017,PETROS PUBLIC LIBRARY,Rural,"1,488","1,144","4,754",127,377,112,223
TN8018,SUNBRIGHT PUBLIC LIBRARY,Rural,"2,338","1,040",809,17,136,74,957
TN8019,WINFIELD PUBLIC LIBRARY,Rural,"3,456",,781,119,"1,243",189,89
TN8019,WINFIELD PUBLIC LIBRARY,Rural,"3,456",-1,,,,,
TN8020,OAKDALE PUBLIC LIBRARY,Rural,"2,125",624,915,36,113,0,2
TN8021,HALLS PUBLIC LIBRARY,Town,"5,291","1,560","6,084",217,"1,220",285,42
TN8022,HAMILTON PARKS PUBLIC LIBRARY,Rural,539,"1,040","3,641",4,682,173,16
TN8023,GREENBACK PUBLIC LIBRARY,Rural,"2,800","1,664","2,147",424,"1,045",120,82
TN8024,LOUDON PUBLIC LIBRARY,Rural,"14,173","2,340","6,384",949,"2,668",442,193
TN8025,PHILADELPHIA PUBLIC LIBRARY,Rural,"1,724","1,664","1,997",548,715,39,88
TN8026,CALHOUN PUBLIC LIBRARY,Suburban,"3,033","2,300","2,190",540,"1,005",68,53
TN8027,ENGLEWOOD PUBLIC LIBRARY,Rural,"4,071","1,440","1,710",167,"2,382",68,4
TN8031,ETOWAH CARNEGIE PUBLIC LIBRARY,Town,"9,277","2,548","8,246","2,062","3,155",386,311
TN8033,TELLICO PLAINS PUBLIC LIBRARY,Rural,"2,580","2,132","9,996","2,233","4,396",235,247
TN8034,WEST POLK PUBLIC LIBRARY,Rural,"11,094","2,340","14,511","2,745","4,550",53,356
TN8037,GRAYSVILLE PUBLIC LIBRARY,Town,"1,470",952,"2,347",600,795,23,0
TN8038,OLIVER SPRINGS PUBLIC LIBRARY,Suburban,"3,302","2,080",567,58,"1,992",0,0
TN8039,PUBLIC LIBRARY AT TELLICO VILLAGE,Rural,"15,244","2,340","29,605","2,344","7,565",385,588
TN8041,MT. CARMEL LIBRARY,Rural,"5,494","2,216","5,368",499,"1,099",0,78
TN8042,COSBY COMMUNITY LIBRARY,Rural,"2,185","1,040","1,391",218,"2,052",144,116
TN8043,MARIE ELLISON MEMORIAL LIBRARY,Rural,"2,185",936,"2,178",362,"1,807",122,71
TN8044,PARROTTSVILLE COMMUNITY LIBRARY,Rural,"2,185",936,"2,106",333,"1,974",292,203
TN8045,BEAN STATION PUBLIC LIBRARY,Rural,"8,079","1,820","5,953",235,"1,807",241,114
TN8046,BLAINE PUBLIC LIBRARY,Rural,"4,990","1,456","1,991",214,"1,039",46,11
TN8047,WASHBURN PUBLIC LIBRARY,Rural,"4,040","1,456","1,692",129,547,151,42
TN8048,PARROTT-WOOD MEMORIAL LIBRARY,Town,"7,787","1,820","9,855","2,462","2,525",112,122
TN8049,MCKENZIE MEMORIAL LIBRARY,Town,"5,456","1,664","2,934",247,"4,959",167,138
TN8050,GLEASON MEMORIAL LIBRARY,Rural,"1,398","1,040",780,52,"1,448",140,22
TN8051,DR. NATHAN PORTER LIBRARY,Rural,"2,075","1,820","11,050",50,"1,593",348,258
TN8052,SHARON PUBLIC LIBRARY,Rural,952,"1,716","3,402",45,"1,503",80,0
TN8053,LEE OLA ROBERTS LIBRARY,Rural,"2,651","2,288","6,988",345,"2,991",295,61
TN8054,MIDDLETON COMMUNITY LIBRARY,Rural,667,"1,066","9,100",345,"4,313",706,595
TN8055,GRAND JUNCTION PUBLIC LIBRARY,Rural,336,"1,020","2,340","1,040","1,166",18,0
TN8056,MOSHEIM PUBLIC LIBRARY,Rural,"2,484","1,508","6,537","2,081","5,886",603,17
TN8059,PIGEON FORGE PUBLIC LIBRARY,Town,"6,378","3,172","39,843","36,591","4,200",336,224
TN8060,THE SUMNER COUNTY LIBRARY SYSTEM,Suburban,"200,557","11,752","214,718","56,773","87,562","2,289","1,589"
TX0002,CHAMBERS COUNTY LIBRARY SYSTEM,Rural,"44,031","9,975","67,167","2,027","16,733",223,792
TX0003,DALLAS PUBLIC LIBRARY,City,"1,288,457","62,264","551,818",0,"624,106","3,700",348
TX0005,JONES PUBLIC LIBRARY,Town,"9,134","2,244","28,451",606,"5,279",9,16
TX0006,DELEON CITY COUNTY LIBRARY,Rural,"4,823","1,485","4,850","2,150","1,256",2,3
TX0007,DECATUR PUBLIC LIBRARY,Town,"28,980","2,228","18,783","3,053","19,496","1,901","1,604"
TX0008,DEER PARK PUBLIC LIBRARY,Suburban,"33,676","2,374","39,666","5,710","43,725",331,275
TX0009,VAL VERDE COUNTY LIBRARY,Town,"47,564","2,704","42,533",500,"26,834",0,0
TX0011,DENISON PUBLIC LIBRARY,City,"25,179","2,358","58,827","14,880","2,795","2,417","1,586"
TX0012,DENTON PUBLIC LIBRARY,City,"148,146","9,419","368,360","26,020","117,153","1,959","2,831"
TX0013,ANDREWS COUNTY LIBRARY,Town,"18,440","2,248","27,219","2,808","5,077",127,25
TX0014,YOAKUM COUNTY/CECIL BICKLEY LIBRARY,Town,"4,508","2,107","21,574","56,994","5,872",224,176
